line_id,order_id,order_date,customer_id,customer_segment,branch_id,branch_name,city,region,latitude,longitude,sales_channel,payment_method,product_id,product_name,category,quantity,unit_price_sar,discount_pct,unit_cost_sar,revenue_sar,cost_sar,profit_sar,Year,,,
7618,O003970,1/20/2024,C07876,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Mastercard,P058,Hair Care 2,Beauty,1,50.48,0%,30.17,50.48,30.17,20.31,2024,,,
7619,O003971,1/12/2025,C03870,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Apple Pay,P048,T-Shirt 4,Fashion,1,111.15,0%,62.15,111.15,62.15,49,2025,,,
7620,O003971,1/12/2025,C03870,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Apple Pay,P033,Jacket 1,Fashion,1,184.21,15%,102.11,156.58,102.11,54.47,2025,,,
7621,O003971,1/12/2025,C03870,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Apple Pay,P035,Jacket 3,Fashion,1,407.14,0%,326.19,407.14,326.19,80.95,2025,,,
7622,O003971,1/12/2025,C03870,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Apple Pay,P006,Smart Watch 2,Electronics,3,795.65,0%,426.15,2386.95,1278.45,1108.5,2025,,,
7623,O003972,11/19/2024,C03417,VIP,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mastercard,P045,T-Shirt 1,Fashion,3,147.02,0%,91.57,441.06,274.71,166.35,2024,,,
7624,O003973,10/5/2025,C06994,New,B17,Jazan Center,Jazan,Jazan,16.8892,42.5706,Online,Visa,P036,Jacket 4,Fashion,1,177.87,15%,115.15,151.19,115.15,36.04,2025,,,
7625,O003974,2/13/2025,C09248,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,Online,Visa,P025,Desk Lamp 1,Home,4,49.73,0%,25.89,198.92,103.56,95.36,2025,,,
7626,O003975,3/6/2024,C10005,New,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Cash,P014,Speaker 2,Electronics,1,111.9,10%,61.66,100.71,61.66,39.05,2024,,,
7627,O003976,10/17/2024,C03019,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Mastercard,P024,Cookware 4,Home,3,267.51,0%,204.59,802.53,613.77,188.76,2024,,,
7628,O003977,8/24/2025,C05843,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P059,Hair Care 3,Beauty,1,129.9,0%,94.28,129.9,94.28,35.62,2025,,,
7629,O003978,9/24/2025,C00607,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P054,Skin Care 2,Beauty,1,274.38,0%,186.83,274.38,186.83,87.55,2025,,,
7630,O003979,9/5/2025,C08620,New,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Visa,P055,Skin Care 3,Beauty,3,148.31,0%,83.95,444.93,251.85,193.08,2025,,,
7631,O003979,9/5/2025,C08620,New,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Visa,P006,Smart Watch 2,Electronics,1,934.61,0%,426.15,934.61,426.15,508.46,2025,,,
7632,O003979,9/5/2025,C08620,New,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Visa,P075,Notebook Set 3,Office,1,20.69,0%,15.85,20.69,15.85,4.84,2025,,,
7633,O003980,1/1/2024,C09629,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Cash,P057,Hair Care 1,Beauty,2,116.76,0%,55.23,233.52,110.46,123.06,2024,,,
7634,O003980,1/1/2024,C09629,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Cash,P027,Desk Lamp 3,Home,1,74.31,0%,35.23,74.31,35.23,39.08,2024,,,
7635,O003981,7/22/2024,C03829,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Apple Pay,P077,Office Chair 1,Office,2,479.29,5%,341.46,910.65,682.92,227.73,2024,,,
7636,O003981,7/22/2024,C03829,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Apple Pay,P041,Backpack 1,Fashion,1,234.93,0%,104.05,234.93,104.05,130.88,2024,,,
7637,O003981,7/22/2024,C03829,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Apple Pay,P058,Hair Care 2,Beauty,1,46.23,0%,30.17,46.23,30.17,16.06,2024,,,
7638,O003982,8/16/2024,C09581,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,Online,Mada,P079,Office Chair 3,Office,2,915.38,0%,712.52,1830.76,1425.04,405.72,2024,,,
7639,O003982,8/16/2024,C09581,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,Online,Mada,P027,Desk Lamp 3,Home,4,73.15,5%,35.23,277.97,140.92,137.05,2024,,,
7640,O003983,3/28/2025,C05548,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Mada,P049,Fragrance 1,Beauty,1,655.51,0%,426.71,655.51,426.71,228.8,2025,,,
7641,O003984,8/21/2024,C01289,VIP,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mastercard,P071,Sports Bottle 3,Sports,1,35.16,10%,27.49,31.64,27.49,4.15,2024,,,
7642,O003984,8/21/2024,C01289,VIP,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mastercard,P030,Coffee Maker 2,Home,2,391.66,15%,233.11,665.82,466.22,199.6,2024,,,
7643,O003985,5/4/2024,C10681,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Cash,P057,Hair Care 1,Beauty,2,107.41,15%,55.23,182.6,110.46,72.14,2024,,,
7644,O003985,5/4/2024,C10681,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Cash,P042,Backpack 2,Fashion,1,262.07,5%,188.28,248.97,188.28,60.69,2024,,,
7645,O003986,11/1/2024,C07609,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P030,Coffee Maker 2,Home,2,361.23,10%,233.11,650.21,466.22,183.99,2024,,,
7646,O003986,11/1/2024,C07609,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P051,Fragrance 3,Beauty,1,458.77,5%,260.93,435.83,260.93,174.9,2024,,,
7647,O003986,11/1/2024,C07609,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P048,T-Shirt 4,Fashion,1,114.45,0%,62.15,114.45,62.15,52.3,2024,,,
7648,O003987,2/12/2025,C11772,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P079,Office Chair 3,Office,1,913.7,0%,712.52,913.7,712.52,201.18,2025,,,
7649,O003987,2/12/2025,C11772,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P045,T-Shirt 1,Fashion,2,152.3,5%,91.57,289.37,183.14,106.23,2025,,,
7650,O003988,2/23/2024,C04001,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Visa,P052,Fragrance 4,Beauty,2,508.19,0%,278.76,1016.38,557.52,458.86,2024,,,
7651,O003989,10/8/2025,C10902,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Visa,P053,Skin Care 1,Beauty,1,164.3,15%,91.8,139.66,91.8,47.86,2025,,,
7652,O003990,11/21/2024,C04341,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,Online,Mastercard,P038,Sneakers 2,Fashion,1,189.28,0%,113.57,189.28,113.57,75.71,2024,,,
7653,O003991,4/15/2024,C09649,VIP,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Visa,P015,Speaker 3,Electronics,1,448.14,5%,345.34,425.73,345.34,80.39,2024,,,
7654,O003991,4/15/2024,C09649,VIP,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Visa,P056,Skin Care 4,Beauty,2,220.77,5%,107.86,419.46,215.72,203.74,2024,,,
7655,O003992,7/12/2025,C07678,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,Online,Apple Pay,P076,Notebook Set 4,Office,1,24.22,0%,17.15,24.22,17.15,7.07,2025,,,
7656,O003992,7/12/2025,C07678,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,Online,Apple Pay,P026,Desk Lamp 2,Home,1,148.76,5%,76.12,141.32,76.12,65.2,2025,,,
7657,O003993,7/25/2024,C05519,New,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Mastercard,P066,Dumbbell Set 2,Sports,2,122.51,0%,88.83,245.02,177.66,67.36,2024,,,
7658,O003994,7/16/2024,C07311,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mada,P031,Coffee Maker 3,Home,1,673.11,20%,352.34,538.49,352.34,186.15,2024,,,
7659,O003994,7/16/2024,C07311,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mada,P080,Office Chair 4,Office,1,398.46,0%,222.42,398.46,222.42,176.04,2024,,,
7660,O003995,12/3/2024,C02356,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Mada,P029,Coffee Maker 1,Home,1,743.14,0%,474.65,743.14,474.65,268.49,2024,,,
7661,O003996,5/20/2025,C05838,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mastercard,P075,Notebook Set 3,Office,1,21.25,30%,15.85,14.87,15.85,-0.98,2025,,,
7662,O003996,5/20/2025,C05838,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mastercard,P019,Bedding Set 3,Home,1,253,20%,127.42,202.4,127.42,74.98,2025,,,
7663,O003997,2/13/2024,C10256,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P018,Bedding Set 2,Home,2,401.69,0%,277.26,803.38,554.52,248.86,2024,,,
7664,O003997,2/13/2024,C10256,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P023,Cookware 3,Home,1,310.45,0%,158.13,310.45,158.13,152.32,2024,,,
7665,O003998,1/14/2024,C02474,New,B09,Taif Center,Taif,Makkah,21.2703,40.4158,Online,Mastercard,P004,Headphones 4,Electronics,1,437.01,10%,304.54,393.31,304.54,88.77,2024,,,
7666,O003999,3/26/2025,C04860,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Visa,P060,Hair Care 4,Beauty,2,86.74,0%,59.06,173.48,118.12,55.36,2025,,,
7667,O004000,5/3/2024,C02775,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Apple Pay,P002,Headphones 2,Electronics,1,103.47,30%,57.18,72.43,57.18,15.25,2024,,,
7668,O004000,5/3/2024,C02775,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Apple Pay,P022,Cookware 2,Home,2,382.84,10%,305.68,689.11,611.36,77.75,2024,,,
7669,O004001,7/25/2025,C05747,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Cash,P014,Speaker 2,Electronics,1,101.83,15%,61.66,86.56,61.66,24.9,2025,,,
7670,O004001,7/25/2025,C05747,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Cash,P020,Bedding Set 4,Home,2,208.55,0%,135.93,417.1,271.86,145.24,2025,,,
7671,O004002,2/14/2025,C08845,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mada,P034,Jacket 2,Fashion,1,159.94,5%,82.52,151.94,82.52,69.42,2025,,,
7672,O004002,2/14/2025,C08845,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mada,P004,Headphones 4,Electronics,1,431.56,20%,304.54,345.25,304.54,40.71,2025,,,
7673,O004003,9/10/2024,C03689,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Apple Pay,P017,Bedding Set 1,Home,1,131.37,30%,104.25,91.96,104.25,-12.29,2024,,,
7674,O004004,9/16/2025,C09587,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P020,Bedding Set 4,Home,1,209.48,10%,135.93,188.53,135.93,52.6,2025,,,
7675,O004004,9/16/2025,C09587,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P040,Sneakers 4,Fashion,1,493.24,0%,280.77,493.24,280.77,212.47,2025,,,
7676,O004005,6/23/2024,C06879,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Cash,P015,Speaker 3,Electronics,3,476.45,0%,345.34,1429.35,1036.02,393.33,2024,,,
7677,O004006,10/23/2025,C03461,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Mastercard,P009,Power Bank 1,Electronics,4,169.76,20%,115.49,543.23,461.96,81.27,2025,,,
7678,O004007,1/25/2025,C02488,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Apple Pay,P001,Headphones 1,Electronics,1,352.05,20%,182.01,281.64,182.01,99.63,2025,,,
7679,O004008,12/7/2024,C05306,Regular,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Cash,P052,Fragrance 4,Beauty,3,490.53,0%,278.76,1471.59,836.28,635.31,2024,,,
7680,O004008,12/7/2024,C05306,Regular,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Cash,P046,T-Shirt 2,Fashion,4,46.01,0%,31.2,184.04,124.8,59.24,2024,,,
7681,O004009,6/6/2025,C00191,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P063,Fitness Mat 3,Sports,1,112.04,0%,84.19,112.04,84.19,27.85,2025,,,
7682,O004009,6/6/2025,C00191,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P012,Power Bank 4,Electronics,1,168.97,0%,80.03,168.97,80.03,88.94,2025,,,
7683,O004010,6/6/2025,C07397,New,B10,Dammam Center,Dammam,Eastern Province,26.4207,50.0888,In-store,Cash,P067,Dumbbell Set 3,Sports,2,428.6,0%,237.28,857.2,474.56,382.64,2025,,,
7684,O004011,4/9/2025,C08883,VIP,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Apple Pay,P003,Headphones 3,Electronics,2,339.28,0%,159.42,678.56,318.84,359.72,2025,,,
7685,O004012,2/18/2024,C08919,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,Online,Mada,P050,Fragrance 2,Beauty,1,428.97,0%,223.25,428.97,223.25,205.72,2024,,,
7686,O004012,2/18/2024,C08919,VIP,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,Online,Mada,P023,Cookware 3,Home,2,320.8,0%,158.13,641.6,316.26,325.34,2024,,,
7687,O004013,10/22/2024,C01268,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,Online,Visa,P005,Smart Watch 1,Electronics,1,280.85,20%,211.85,224.68,211.85,12.83,2024,,,
7688,O004013,10/22/2024,C01268,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,Online,Visa,P068,Dumbbell Set 4,Sports,1,334.74,0%,174.58,334.74,174.58,160.16,2024,,,
7689,O004014,5/6/2025,C07765,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P069,Sports Bottle 1,Sports,1,83.71,5%,61.34,79.52,61.34,18.18,2025,,,
7690,O004015,9/28/2025,C09586,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Cash,P002,Headphones 2,Electronics,3,119.08,15%,57.18,303.65,171.54,132.11,2025,,,
7691,O004016,2/1/2025,C03545,Regular,B16,Khamis Mushait,Khamis Mushait,Asir,18.3064,42.729,In-store,Apple Pay,P027,Desk Lamp 3,Home,1,71.19,0%,35.23,71.19,35.23,35.96,2025,,,
7692,O004016,2/1/2025,C03545,Regular,B16,Khamis Mushait,Khamis Mushait,Asir,18.3064,42.729,In-store,Apple Pay,P061,Fitness Mat 1,Sports,1,99.31,0%,48.43,99.31,48.43,50.88,2025,,,
7693,O004016,2/1/2025,C03545,Regular,B16,Khamis Mushait,Khamis Mushait,Asir,18.3064,42.729,In-store,Apple Pay,P017,Bedding Set 1,Home,1,134.99,10%,104.25,121.49,104.25,17.24,2025,,,
7694,O004017,4/27/2025,C06394,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Cash,P070,Sports Bottle 2,Sports,3,89.55,0%,44.56,268.65,133.68,134.97,2025,,,
7695,O004017,4/27/2025,C06394,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Cash,P066,Dumbbell Set 2,Sports,2,134.53,0%,88.83,269.06,177.66,91.4,2025,,,
7696,O004017,4/27/2025,C06394,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Cash,P057,Hair Care 1,Beauty,2,113.97,0%,55.23,227.94,110.46,117.48,2025,,,
7697,O004018,8/6/2024,C02409,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mastercard,P044,Backpack 4,Fashion,2,83.41,0%,60.65,166.82,121.3,45.52,2024,,,
7698,O004018,8/6/2024,C02409,Regular,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mastercard,P077,Office Chair 1,Office,1,434.8,5%,341.46,413.06,341.46,71.6,2024,,,
7699,O004019,10/25/2025,C05788,VIP,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,Online,Apple Pay,P029,Coffee Maker 1,Home,1,753.26,0%,474.65,753.26,474.65,278.61,2025,,,
7700,O004020,10/28/2024,C07542,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Visa,P059,Hair Care 3,Beauty,1,134.27,5%,94.28,127.56,94.28,33.28,2024,,,
7701,O004021,12/17/2025,C01225,New,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Visa,P056,Skin Care 4,Beauty,2,199.94,0%,107.86,399.88,215.72,184.16,2025,,,
7702,O004022,10/31/2025,C02600,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,Online,Apple Pay,P043,Backpack 3,Fashion,1,169.28,10%,92.05,152.35,92.05,60.3,2025,,,
7703,O004023,5/31/2024,C04579,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Cash,P072,Sports Bottle 4,Sports,2,41.04,0%,27.48,82.08,54.96,27.12,2024,,,
7704,O004024,7/19/2024,C04874,VIP,B10,Dammam Center,Dammam,Eastern Province,26.4207,50.0888,In-store,Mada,P006,Smart Watch 2,Electronics,1,897.12,15%,426.15,762.55,426.15,336.4,2024,,,
7705,O004024,7/19/2024,C04874,VIP,B10,Dammam Center,Dammam,Eastern Province,26.4207,50.0888,In-store,Mada,P003,Headphones 3,Electronics,1,337.38,5%,159.42,320.51,159.42,161.09,2024,,,
7706,O004025,4/17/2024,C07545,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mastercard,P019,Bedding Set 3,Home,2,253.61,0%,127.42,507.22,254.84,252.38,2024,,,
7707,O004025,4/17/2024,C07545,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mastercard,P046,T-Shirt 2,Fashion,1,48.56,30%,31.2,33.99,31.2,2.79,2024,,,
7708,O004026,12/29/2024,C10157,VIP,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Apple Pay,P061,Fitness Mat 1,Sports,1,94.18,0%,48.43,94.18,48.43,45.75,2024,,,
7709,O004027,5/2/2024,C10056,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P069,Sports Bottle 1,Sports,2,81.12,0%,61.34,162.24,122.68,39.56,2024,,,
7710,O004027,5/2/2024,C10056,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P065,Dumbbell Set 1,Sports,1,147.36,0%,91.37,147.36,91.37,55.99,2024,,,
7711,O004027,5/2/2024,C10056,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P032,Coffee Maker 4,Home,1,436.25,15%,302.9,370.81,302.9,67.91,2024,,,
7712,O004027,5/2/2024,C10056,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P037,Sneakers 1,Fashion,1,246.82,0%,148.15,246.82,148.15,98.67,2024,,,
7713,O004028,12/21/2024,C07022,New,B10,Dammam Center,Dammam,Eastern Province,26.4207,50.0888,Online,Visa,P004,Headphones 4,Electronics,1,437.57,0%,304.54,437.57,304.54,133.03,2024,,,
7714,O004029,8/18/2025,C04504,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mada,P053,Skin Care 1,Beauty,1,171.37,0%,91.8,171.37,91.8,79.57,2025,,,
7715,O004029,8/18/2025,C04504,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mada,P020,Bedding Set 4,Home,1,200.58,10%,135.93,180.52,135.93,44.59,2025,,,
7716,O004029,8/18/2025,C04504,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mada,P068,Dumbbell Set 4,Sports,1,359.62,0%,174.58,359.62,174.58,185.04,2025,,,
7717,O004030,1/10/2024,C05997,New,B09,Taif Center,Taif,Makkah,21.2703,40.4158,In-store,Apple Pay,P048,T-Shirt 4,Fashion,2,101.95,0%,62.15,203.9,124.3,79.6,2024,,,
7718,O004030,1/10/2024,C05997,New,B09,Taif Center,Taif,Makkah,21.2703,40.4158,In-store,Apple Pay,P005,Smart Watch 1,Electronics,1,284.7,0%,211.85,284.7,211.85,72.85,2024,,,
7719,O004030,1/10/2024,C05997,New,B09,Taif Center,Taif,Makkah,21.2703,40.4158,In-store,Apple Pay,P043,Backpack 3,Fashion,1,164.77,0%,92.05,164.77,92.05,72.72,2024,,,
7720,O004031,2/11/2024,C07546,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P001,Headphones 1,Electronics,1,380.73,15%,182.01,323.62,182.01,141.61,2024,,,
7721,O004031,2/11/2024,C07546,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P045,T-Shirt 1,Fashion,2,163.51,0%,91.57,327.02,183.14,143.88,2024,,,
7722,O004031,2/11/2024,C07546,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P011,Power Bank 3,Electronics,1,96,0%,59.85,96,59.85,36.15,2024,,,
7723,O004032,4/15/2025,C05191,VIP,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mada,P053,Skin Care 1,Beauty,1,168.38,15%,91.8,143.12,91.8,51.32,2025,,,
7724,O004033,3/24/2025,C02081,VIP,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Mada,P052,Fragrance 4,Beauty,1,498.92,0%,278.76,498.92,278.76,220.16,2025,,,
7725,O004034,5/13/2024,C09137,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mada,P008,Smart Watch 4,Electronics,2,896.78,0%,643.87,1793.56,1287.74,505.82,2024,,,
7726,O004034,5/13/2024,C09137,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mada,P070,Sports Bottle 2,Sports,1,94.5,0%,44.56,94.5,44.56,49.94,2024,,,
7727,O004035,7/2/2024,C01501,New,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P008,Smart Watch 4,Electronics,2,908.5,10%,643.87,1635.3,1287.74,347.56,2024,,,
7728,O004035,7/2/2024,C01501,New,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P046,T-Shirt 2,Fashion,1,50.65,0%,31.2,50.65,31.2,19.45,2024,,,
7729,O004036,4/19/2025,C00436,VIP,B09,Taif Center,Taif,Makkah,21.2703,40.4158,Online,Visa,P059,Hair Care 3,Beauty,2,129.32,0%,94.28,258.64,188.56,70.08,2025,,,
7730,O004036,4/19/2025,C00436,VIP,B09,Taif Center,Taif,Makkah,21.2703,40.4158,Online,Visa,P023,Cookware 3,Home,1,304.19,0%,158.13,304.19,158.13,146.06,2025,,,
7731,O004037,6/27/2025,C03073,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,Online,Apple Pay,P022,Cookware 2,Home,1,384.82,0%,305.68,384.82,305.68,79.14,2025,,,
7732,O004037,6/27/2025,C03073,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,Online,Apple Pay,P048,T-Shirt 4,Fashion,1,106.17,0%,62.15,106.17,62.15,44.02,2025,,,
7733,O004037,6/27/2025,C03073,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,Online,Apple Pay,P023,Cookware 3,Home,1,317.48,15%,158.13,269.86,158.13,111.73,2025,,,
7734,O004038,4/9/2025,C01104,New,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mada,P033,Jacket 1,Fashion,2,166.92,0%,102.11,333.84,204.22,129.62,2025,,,
7735,O004038,4/9/2025,C01104,New,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mada,P068,Dumbbell Set 4,Sports,2,373.75,5%,174.58,710.13,349.16,360.96,2025,,,
7736,O004039,11/30/2025,C10056,New,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Apple Pay,P017,Bedding Set 1,Home,1,132.41,0%,104.25,132.41,104.25,28.16,2025,,,
7737,O004039,11/30/2025,C10056,New,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Apple Pay,P061,Fitness Mat 1,Sports,1,94.06,5%,48.43,89.36,48.43,40.93,2025,,,
7738,O004039,11/30/2025,C10056,New,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Apple Pay,P050,Fragrance 2,Beauty,2,377.09,0%,223.25,754.18,446.5,307.68,2025,,,
7739,O004040,8/6/2024,C06477,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Visa,P025,Desk Lamp 1,Home,3,46.49,0%,25.89,139.47,77.67,61.8,2024,,,
7740,O004041,11/5/2025,C09479,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P062,Fitness Mat 2,Sports,2,143.61,20%,100.84,229.78,201.68,28.1,2025,,,
7741,O004041,11/5/2025,C09479,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P074,Notebook Set 2,Office,1,45.89,10%,32.61,41.3,32.61,8.69,2025,,,
7742,O004041,11/5/2025,C09479,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P066,Dumbbell Set 2,Sports,2,120.88,5%,88.83,229.67,177.66,52.01,2025,,,
7743,O004042,8/27/2024,C08397,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P047,T-Shirt 3,Fashion,1,74.26,5%,56.49,70.55,56.49,14.06,2024,,,
7744,O004042,8/27/2024,C08397,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P037,Sneakers 1,Fashion,1,238.98,20%,148.15,191.18,148.15,43.03,2024,,,
7745,O004043,8/1/2024,C04043,VIP,B09,Taif Center,Taif,Makkah,21.2703,40.4158,In-store,Visa,P007,Smart Watch 3,Electronics,1,433.64,30%,262.28,303.55,262.28,41.27,2024,,,
